iter	MultiClass
247	0.4288728125
248	0.4287424766
249	0.4286691247
250	0.4285593043
251	0.4284498987
252	0.4283417055
253	0.4282349799
254	0.4280636767
255	0.4279676078
256	0.4278498109
257	0.4277740341
258	0.4276718712
259	0.4275839702
260	0.4274659818
261	0.427383473
262	0.4272849154
263	0.4271734358
264	0.4270677313
265	0.4269644835
266	0.4268379444
267	0.4267277092
268	0.4266458703
269	0.4265715294
270	0.4265166511
271	0.4264066712
272	0.4263362546
273	0.4262479708
274	0.4261531462
275	0.4260705097
276	0.425979099
277	0.4258615574
278	0.4257765917
279	0.4256894246
280	0.4255904203
281	0.4254830247
282	0.4253854881
283	0.4253243244
284	0.4252287659
285	0.4251296659
286	0.4250113266
287	0.4249304769
288	0.4247773281
289	0.4246870023
290	0.4245898804
291	0.424507563
292	0.4243933396
293	0.4242953244
294	0.4241789313
295	0.4240101806
296	0.4239037422
297	0.4238106405
298	0.4236500577
299	0.4235679317
300	0.4234733304
301	0.4233948417
302	0.4232858189
303	0.4231764133
304	0.4230772495
305	0.4229598993
306	0.4228534609
307	0.4227624331
308	0.4226713415
309	0.4226141341
310	0.4225470996
311	0.4224725991
312	0.4223435394
313	0.4222192656
314	0.4221141354
315	0.4220315946
316	0.4219175307
317	0.4218117304
318	0.4217191393
319	0.4216140728
320	0.4214845345
321	0.4214245513
322	0.4213335873
323	0.4212431019
324	0.4211231673
325	0.4209809942
326	0.4208862016
327	0.4207959076
328	0.4206907455
329	0.4206034188
330	0.4204898973
331	0.4203892339
332	0.420276861
333	0.4202088374
334	0.4201581069
335	0.4201097694
336	0.4200418415
337	0.4199345736
338	0.4198465131
339	0.4197347464
340	0.4196570872
341	0.4195667614
342	0.4194705329
343	0.4193800475
344	0.4193026117
345	0.4191921213
346	0.4191338609
347	0.4190284435
348	0.418895938
349	0.4188221713
350	0.4187564131
351	0.4186425087
352	0.4185814088
353	0.4184381509
354	0.4182832792
355	0.4182206159
356	0.4181188358
357	0.4180850473
358	0.4180228306
359	0.4179549985
360	0.4178766374
361	0.4178033175
362	0.4177540546
363	0.4176417455
364	0.4175651393
365	0.4174680813
366	0.4173523582
367	0.4172984052
368	0.4172237771
369	0.4171547964
370	0.4170798492
371	0.4170036896
372	0.4169578407
373	0.4168977617
374	0.4168276643
375	0.4167203325
376	0.4166364517
377	0.4165593349
378	0.4164601711
379	0.4163515631
380	0.4162687033
381	0.4162270979
382	0.41617005
383	0.4160996335
384	0.4160069785
385	0.4158952756
386	0.4158239019
387	0.4157330018
388	0.415640283
389	0.4155532753
390	0.415466842
391	0.4153791963
392	0.4153034515
393	0.4151905681
394	0.4150982002
395	0.4150320272
396	0.4149536342
397	0.4148655737
398	0.4147848196
399	0.4147265912
400	0.41467133
401	0.4146313199
402	0.4145109067
403	0.4144138168
404	0.4142971366
405	0.4142324313
406	0.4141444984
407	0.4140640315
408	0.4139840113
409	0.4138981204
410	0.4137867685
411	0.413708535
412	0.4136445635
413	0.4135536314
414	0.4135095054
415	0.4134179033
416	0.4133735221
417	0.4132613726
418	0.4132061114
419	0.4131078729
420	0.412988034
421	0.4128771607
422	0.4127598105
423	0.41269954
424	0.4126152444
425	0.4125223661
426	0.4124465256
427	0.4123725356
428	0.412259397
429	0.4121915967
430	0.412110045
431	0.4120175815
432	0.411963086
433	0.4118706544
434	0.4117806795
435	0.4116997978
436	0.4116230639
437	0.4115417037
438	0.4114473577
439	0.4114145264
440	0.4113183937
441	0.4112370972
442	0.411137391
443	0.4110809493
444	0.4110037049
445	0.410945317
446	0.4108533639
447	0.4107932211
448	0.4106959398
449	0.4106234494
450	0.410560116
451	0.4104561025
452	0.4103593316
453	0.4102989336
454	0.4102211468
455	0.4101747555
456	0.4101018822
457	0.4100201072
458	0.4099205286
459	0.4098387854
460	0.4097628811
461	0.4096730338
462	0.4096207718
463	0.4095381034
464	0.409452723
465	0.4093861352
466	0.4093412116
467	0.4092550654
468	0.4091877119
469	0.4091365027
470	0.409070234
471	0.4089954145
472	0.4088965697
473	0.4088107745
474	0.4087338492
475	0.4086595082
476	0.40859375
477	0.4084993721
478	0.4083994744
479	0.4083261545
480	0.408276445
481	0.4081786531
482	0.4081060032
483	0.4080105405
484	0.4079262767
485	0.4078527654
486	0.4077812002
487	0.4076960751
488	0.4076269029
489	0.4075721203
490	0.4074902495
491	0.4074142176
492	0.4073162981
493	0.4072491679
494	0.4071533861
495	0.4070688672
496	0.4069899317
497	0.4069268855
498	0.4068393355
499	0.4067626973
500	0.4066874949
501	0.4066188332
502	0.4065352076
503	0.4064571018
504	0.4063991286
505	0.4063178321
506	0.4062697498
507	0.4061925054
508	0.4061361275
509	0.4060516405
510	0.4059687487
511	0.4059193902
512	0.4058478569
513	0.4058017847
514	0.4056999089
515	0.4056392875
516	0.4055696686
517	0.4055160028
518	0.4054574553
519	0.4054129783
520	0.4053291294
521	0.405263084
522	0.4052004206
523	0.4051413627
524	0.4050773593
525	0.4050081552
526	0.4049376748
527	0.4048690451
528	0.4048224304
529	0.4047233623
530	0.4046800021
531	0.4046028534
532	0.4045396796
533	0.4044763462
534	0.4043942202
535	0.4043456912
536	0.4042645542
537	0.4041773552
538	0.4040992493
539	0.4040356288
540	0.4039574591
541	0.4038744397
542	0.4037968763
543	0.4037074438
544	0.4036610206
545	0.4035904126
546	0.4035033412
547	0.403456918
548	0.4034002849
549	0.4033185098
550	0.4032306726
551	0.4031667011
552	0.403099539
553	0.4030455541
554	0.4029883467
555	0.4029416682
556	0.4028753037
557	0.4028140442
558	0.4027335774
559	0.4026456444
560	0.4026065277
561	0.4025444387
562	0.4024787761
563	0.4024121564
564	0.4023394108
565	0.4022696962
566	0.4022172747
567	0.4021460924
568	0.4021150479
569	0.4020169051
570	0.4019620268
571	0.4018876539
572	0.4018119091
573	0.4017407268
574	0.4016987705
575	0.4016305874
576	0.4015837813
577	0.4015422716
578	0.4014915411
579	0.4014073093
580	0.401344965
581	0.4012542882
582	0.401193252
583	0.4011347045
584	0.4010769866
585	0.4010112284
586	0.4009212535
587	0.4008840192
588	0.4008225044
589	0.4007514817
590	0.4006730887
591	0.4005815504
592	0.4005099215
593	0.400448311
594	0.4003771926
595	0.4003026921
596	0.4002544502
597	0.4001809708
598	0.400078042
599	0.3999998405
600	0.3999324869
601	0.3998622938
602	0.3998088512
603	0.3997632257
604	0.3997085388
605	0.399649066
606	0.3995820635
607	0.399535385
608	0.3994686058
609	0.3993842464
610	0.39930563
611	0.3992468273
612	0.399165116
613	0.3990828305
614	0.3990326105
615	0.398974414
616	0.3989024979
617	0.3988405364
618	0.3987617605
619	0.3987031492
620	0.3986233205
621	0.3985645815
622	0.3985061617
623	0.3984616847
624	0.39841239
625	0.3983431859
626	0.3982905091
627	0.3982281329
628	0.398199928
629	0.398146645
630	0.3981028381
631	0.3980114913
632	0.3979573468
633	0.3978874727
634	0.3978288295
635	0.3977767589
636	0.3977009822
637	0.397612475
638	0.3975575329
639	0.3975122902
640	0.39742072
641	0.3973516435
642	0.3972849281
643	0.3972460347
644	0.3972061841
645	0.3971355124
646	0.3970944494
647	0.3970081437
648	0.396941173
649	0.3968555054
650	0.3967913425
651	0.3967359218
652	0.3966786186
653	0.3966016295
654	0.3965192163
655	0.3964727931
656	0.3964102893
657	0.3963216864
658	0.3962528013
659	0.396184714
660	0.396126677
661	0.3960769036
662	0.396021451
663	0.395966828
664	0.3959101949
665	0.3958342586
666	0.3957498673
667	0.395668507
668	0.3956140116
669	0.3955786597
670	0.3955023406
671	0.3954504615
672	0.3953723556
673	0.3953297611
674	0.3952611633
675	0.3952012438
676	0.3951391229
677	0.3950864142
678	0.3950447131
679	0.3949874418
680	0.3949168339
681	0.3948458749
682	0.3947597288
683	0.394695183
684	0.3946383584
685	0.3946000074
686	0.3945261769
687	0.3944658427
688	0.3944130064
689	0.39434594
690	0.3942732901
691	0.3942167846
692	0.3941417098
693	0.394027614
694	0.393953273
695	0.3938865257
696	0.3937939345
697	0.3937254962
698	0.393674989
699	0.393640052
700	0.3935784415
701	0.393510067
702	0.3934372575
703	0.3933738922
704	0.393307783
705	0.3932394723
706	0.3931772556
707	0.3931268442
708	0.3930483873
709	0.3929785132
710	0.3929007583
711	0.3928700967
712	0.3927902679
713	0.392728466
714	0.3926478396
715	0.392586612
716	0.3925522812
717	0.3924918512
718	0.3924165531
719	0.3923478914
720	0.3922865043
721	0.3922501315
722	0.3922007729
723	0.3921471389
724	0.3920860071
725	0.3920175687
726	0.3919363042
727	0.3918927844
728	0.3918234846
729	0.3917611722
730	0.3917251503
731	0.3916491184
732	0.3915947187
733	0.391521303
734	0.3914566934
735	0.3913887017
736	0.3913291651
737	0.3912564514
738	0.391200233
739	0.3911101943
740	0.391030557
741	0.390988473
742	0.3909071127
743	0.3908356114
744	0.3907978028
745	0.3907287583
746	0.3906667968
747	0.3905855642
748	0.3905339084
749	0.3904893038
750	0.3904172601
751	0.3903617756
752	0.3903123213
753	0.3902576983
754	0.3902127746
755	0.3901462826
756	0.3900736964
757	0.3900512665
758	0.3899912195
759	0.3899496779
760	0.3899002555
761	0.3898644251
762	0.3898262974
763	0.3897969439
764	0.3897595182
765	0.3896959296
766	0.3896274274
767	0.3895802065
768	0.3895123744
769	0.3894708009
770	0.3893963962
771	0.3893430493
772	0.3892946799
773	0.3892422264
774	0.3891811903
775	0.3891343204
776	0.3890816117
777	0.3890308812
778	0.3889771515
779	0.3889389919
780	0.3888687668
781	0.3888045082
782	0.3887525652
783	0.3887041
784	0.3886602293
785	0.3886110303
786	0.3885582578
787	0.3884934567
788	0.3884327396
789	0.3883855507
790	0.3883281199
791	0.3882762089
792	0.3882200224
793	0.3881478192
794	0.3880680861
795	0.3880404236
796	0.3880012431
797	0.3879502254
798	0.3879030045
799	0.3878631539
800	0.3878176879
801	0.38776131
802	0.3877160993
803	0.3876434174
804	0.3875817431
805	0.3875246314
806	0.3874446112
807	0.3874061007
808	0.3873392895
809	0.3872805506
810	0.3872433163
811	0.3871610946
812	0.3871088326
813	0.3870651852
814	0.387001118
815	0.386969563
816	0.3869129617
817	0.3868656771
818	0.3868048643
819	0.386753368
820	0.386711954
821	0.3866610959
822	0.3866075576
823	0.3865328338
824	0.3864504526
825	0.3863794298
826	0.3862892316
827	0.3862535607
828	0.386199512
829	0.3861691694
830	0.3861152483
831	0.3860525849
832	0.3860038964
833	0.3859383615
834	0.385873688
835	0.3858352094
836	0.3857736309
837	0.3857132328
838	0.3856651186
839	0.3856067944
840	0.3855593502
841	0.3855154157
842	0.3854466902
843	0.3853802619
844	0.3853188748
845	0.3852600721
846	0.3852161375
847	0.3851536018
848	0.3851000636
849	0.3850459829
850	0.3850081743
851	0.3849313766
852	0.384843667
853	0.3848035612
854	0.3847504058
855	0.3846920498
856	0.3846370758
857	0.384587111
858	0.3845373696
859	0.3844816617
860	0.3844317927
861	0.384378733
862	0.384328162
863	0.3842797287
864	0.3842276901
865	0.3841847446
866	0.3841059049
867	0.3840448049
868	0.383996595
869	0.3839244237
870	0.3838729274
871	0.3838387242
872	0.3837760608
873	0.3836955301
874	0.3836324839
875	0.3835524317
876	0.383509933
877	0.3834372511
878	0.3833818304
879	0.3833451066
880	0.3833088933
881	0.3832413165
882	0.3831964247
883	0.3831300922
884	0.383083669
885	0.3830408831
886	0.3829519292
887	0.382880715
888	0.3828206041
889	0.3827454974
890	0.3826778567
891	0.3826246375
892	0.3825797139
893	0.3825332269
894	0.3825146257
895	0.3824251613
896	0.3823912133
897	0.3823552872
898	0.3823276566
899	0.3822704492
900	0.3822088387
901	0.3821619369
902	0.3821015708
903	0.3820346001
904	0.3819811576
905	0.38191926
906	0.3818620845
907	0.3818328905
908	0.381748563
909	0.3816782741
910	0.3816271926
911	0.3815541279
912	0.3814878591
913	0.3814460304
914	0.3813939279
915	0.3813204165
916	0.3812820017
917	0.3812349723
918	0.3811593551
919	0.3810788563
920	0.3810427068
921	0.3810044834
922	0.3809713331
923	0.3809420115
924	0.3808747856
925	0.3808098888
926	0.3807855445
927	0.3807253379
928	0.3806680667
929	0.3806269718
930	0.3805711363
931	0.3804848306
932	0.3804256131
933	0.3803649917
934	0.3803087734
935	0.3802469396
936	0.3801885516
937	0.3801224105
938	0.3800819537
939	0.3800287026
940	0.3799843214
941	0.3799372601
942	0.3798902306
943	0.3798203565
944	0.379777092
945	0.3797194379
946	0.3796904354
947	0.379639641
948	0.3795793068
949	0.3795346384
950	0.3794632966
951	0.3794073016
952	0.3793607189
953	0.3792967474
954	0.37920489
955	0.3791506818
956	0.3790951015
957	0.3790395532
958	0.3790194524
959	0.378960203
960	0.3788785875
961	0.3788256555
962	0.3787714791
963	0.3787125807
964	0.3786491516
965	0.3785949752
966	0.3785553799
967	0.37850985
968	0.378480337
969	0.3784047836
970	0.3783660816
971	0.3783232957
972	0.3782778297
973	0.3782084661
974	0.3781903116
975	0.3781443669
976	0.3780990923
977	0.3780417892
978	0.3779941855
979	0.3779380947
980	0.377873868
981	0.3778200107
982	0.3777179753
983	0.3776921953
984	0.3776660324
985	0.3776231507
986	0.3775882456
987	0.3775340054
988	0.3774846468
989	0.3774121564
990	0.3773500993
991	0.377299624
992	0.3772353335
993	0.3771920689
994	0.3771422956
995	0.377092267
996	0.3770432594
997	0.3769901998
998	0.3769484348
999	0.3768800284
1000	0.3768200132
1001	0.3767614338
1002	0.3766997596
1003	0.3766518368
1004	0.376581516
1005	0.3765423035
1006	0.3764857342
1007	0.3764373966
1008	0.3763852941
1009	0.3763270019
1010	0.3762667315
1011	0.3762149481
1012	0.3761588255
1013	0.3760976936
1014	0.3760339135
1015	0.3759732283
1016	0.3759075658
1017	0.3758346925
1018	0.3757778042
1019	0.3757269779
1020	0.3756542642
1021	0.3755852834
1022	0.3755269912
1023	0.3754817166
1024	0.3754458543
1025	0.3753582085
1026	0.3752968214
1027	0.3752678189
1028	0.3752328499
1029	0.3751800136
1030	0.3751106819
1031	0.375041063
1032	0.3749719865
1033	0.3749026867
